Name,City,Catégorie,VulcaTour-step,Vulca-tour,Link of the Logo,Location,Latitude,Longitude,Country,List of Events
Les Usines Nouvelles,Ligugé,,,,,,,,,
Les petits debrouillards Auvergne,,,05.09,VT05,https://drive.google.com/uc?id=13rTdJj7udAZbAQYXyxCRyTlVJKVsW1yv,"32 Rue du Pont Naturel, 63000 Clermont-Ferrand, ",45.78330330,3.07925680,France,
LinkFab,,,06.21,VT06,," 6 Place Clément Marot, 46000 Cahors",44.44760480,1.44307260,France,
 La Fabrique ENSAM,Montpellier,,13.53,VT13,https://drive.google.com/uc?id=10qIAn_itBD1gmD_CKECYhelL_Y_JbCx3,"179 Rue de l'Espérou, 34095 Montpellier, France",43.63648300,3.85694110,France,
Labsud,Montpellier,,"13.01,10.20,06.18,04.13","VT04,VT06,VT10,VT13",https://drive.google.com/uc?id=1k4q7WWSAw_yK3iCvJJqABqQw0mC-ibuT,"120 Allée John Napier, 34000 Montpellier, France",43.61513810,3.91044190,France,
8 Fablab,Crest,,01.04,"VT01,VT06",https://drive.google.com/uc?id=1PQyoPtZbZPvQWr1VMAVvL7l62Xk0npaw,"Rue Courre Commere, 26400 Crest, France",44.72823480,5.02349550,France,
Agrilab,Troissereux,,09.54,VT02,https://drive.google.com/uc?id=1O-R9cN3UU7xpY5N3vGswjAmC6a3jzzYc,"Lieu dit, 60112 Troissereux, France",49.47906700,2.04465400,France,
Albilab,Albi,,02.18,VT02,https://drive.google.com/uc?id=1KOx4nijOFhHGzTcxVE29xqgj_ddMU0qx,"8 Rue Pierre gilles de Gennes, 81000 Albi, France",43.92038600,2.18171740,France,
APEDEC Fablab Mozinor,Montreuil,,05.07,VT05,https://drive.google.com/uc?id=10bkrYL-rreWmLNUSV90J7xNB4gQ4f2Cf,"Montreuil, 2 à 20 avenue Allende, MOZINOR, Montreuil , 93106, France",48.86844850,2.45677290,France,
POP LAB ,Montreuil,,05.06,VT05,https://drive.google.com/uc?id=1tJ2uw9wPwemankH9EQ_ZCJaJJM-fyqrf,"9 Rue Dombasle, 93100 Montreuil, France",48.86422360,2.44959400,France,
Articlect,Toulouse,,03.25,"VT10,VT06,VT03",https://drive.google.com/uc?id=10KKA2RvYfiPBCg9nO7dVLbmrFrX0mccV,"10 Rue Tripière, 31000 Toulouse, France",43.60174060,1.44294810,France,
Atallier Fablab Moulins,Moulins,,05.10,"VT01,VT02,VT03,VT04,VT05,VT06,VT07,VT08,VT09,VT10,VT11,VT12,VT13",https://drive.google.com/uc?id=1guYy5XSr26LbT7cbw6uzo-Bjif3qP5VT,"40 Cours de Bercy, 03000 Moulins, France",46.56993000,3.32734970,France,
Avilab,Avignon,,06.17,VT06,https://drive.google.com/uc?id=15JWEEiYfPt0fmpfbhFqTM6SFX4fFGFpZ,"14 Ter Impasse Lescure, 84000 Avignon",43.93447340,4.80193440,France,
Beta Machine,Chartres,,09.55,VT09,https://drive.google.com/uc?id=1qay6wWhhLm-QUHqLREiVYZBg0Dj_Duf6,"15 rue Victor Gilbert
28000 Chartres",48.44107840,1.49315610,France,
Chantier Libre,Saint-Cyr-de-Favières,,15.17,VT15,https://drive.google.com/uc?id=1n6IJB_5D7J4K-qcVTMXNZKiKlyZCgjbg,"Place de la Gare, 42123 Saint-Cyr-de-Favières",45.97419880,4.13139780,France,
Club Modélisme Stéphanois,Saint esteve,,13.06,VT13,https://drive.google.com/uc?id=1fgCeAh2ecLi0DG5OEPfolTussjmWXAjR,"9 Rue du Ribéral, Saint-Estève, France",42.71905970,2.84685790,France,
Convergence 26,Montbelliard,,06.16,VT06,https://drive.google.com/uc?id=16oXbvIFw3DRFIhuM64n7t3Tl3g54inVO,"2 Place Léopold Blanc Anciennement, place du chapeau rouge, 26200 Montélimar",44.55733390,4.75250880,France,
Fab Lab Château-Thierry,Château-Thierry,,"08.43,10.01","VT08,VT10",https://drive.google.com/uc?id=1AiKS4tQDum371h6df1lvgNVhz7oC2-PJ,"53 Rue Paul Doucet, 02400 Château-Thierry, France",49.04089920,3.39949880,France,
Fab Lab L'atelier,Bar Sur Seine,,15.4,VT15,https://drive.google.com/uc?id=1PGiWKpwBhuYphKgwJQgUEQn7p8q1SEPy,"145 Grande Rue de la Résistance, 10110 Bar-sur-Seine, France",48.11416420,4.37326300,France,
Fablab Carmes,Pertuis,,10.16,VT10,https://drive.google.com/uc?id=1-LLjgKc7Tu6sBO8gWDS8JuG86LVFCtSC,"D943 Avenue du 8 Mai, 84160 Lourmarin, France",43.76647100,5.36123150,France,
FabLab Made-In-Iki,"Commenailles, France",,07.48,VT07,https://drive.google.com/uc?id=14h_dnlK-nZ6qsGaLE3NgzExhYSkNASkd,"5 Place du Général Michelin, 39140 Commenailles",46.80290500,5.45185400,France,
Fablab Nîme,Nîmes,,13.52,VT13,https://drive.google.com/uc?id=1vbQ8m85J1S9z2k0mWkCebCV-h0BKTrod,"69 Rue Georges Besse, 30000 Nîmes, France",43.82114670,4.36859750,France,
Fablab Pau (MIPS),Pau,,13.48,VT13,https://drive.google.com/uc?id=1R4GctAo49Sk2pqAH6G5KXqzDYphi4GS5,"4 Rue Despourrins, 64000 Pau, France",43.29918930,-0.36665200,France,
Maillol Fablab,Perpignan,,13.04,VT13,https://drive.google.com/uc?id=1fTyvkwUhixz0y990dXOe_6nYYFXqCQB8,"73 Avenue Pau Casals, 66000 Perpignan, France",42.71736680,2.88611130,France,
Fablab Sevigné,Perpignan,,13.05,VT13,https://drive.google.com/uc?id=1UpLmQwin0h16EJtjE6aOVTC5_4AHssLA,"21 Avenue Fernand de Chefdebien, 66000 Perpignan",42.68814780,2.88585420,France,
FabLac,Anthy-Sur-Leman,,07.45,VT07,https://drive.google.com/uc?id=1bmGT_WErD6q6BeFGpS9zWhbWlGcJ5FTA,"2 Place de l'Église, 74200 Anthy-sur-Léman, France",46.35566960,6.42624380,France,
FabNLab,Clamecy,,01.02,VT01,https://drive.google.com/uc?id=1gD93jDvmFUwza8Fya3LAFAi98QvehUr6,"12 Rue de Druyes, 58500 Clamecy, France",47.46131220,3.51514220,France,
Fabulis, Sarreguemines,,03.03,VT03,https://drive.google.com/uc?id=1UfSfyzu2qGw0gQ3wyM2hTQSIS0a2rXPY,"60 Rue du Maréchal Foch, 57200 Sarreguemines, France",49.11593560,7.07942270,France,
Le petit fablab de paris,Paris,,06.27,VT06,https://drive.google.com/uc?id=14ru_xWjHwz06mXuL3P5pxPJ0ajteqarr,"86 Avenue Philippe Auguste, 75011 Paris",48.85516070,2.39201830,France,
Faclab,Paris,,06.23,VT06,https://drive.google.com/uc?id=1tL3J3FguXi9_sfihjcoVsSKdkErqQKXI,"Avenue Marcel Paul, 92230 Gennevilliers",48.94111550,2.30343030,France,
La Paillasse,Paris,,06.26,VT06,,"226 Rue Saint-Denis, 75002 Paris",48.86846060,2.35219180,France,
MakerLab CRI Paris,Paris,,08.44,VT08,https://drive.google.com/uc?id=1fXLd7X1OqzHQTVzqujwnjZH2e_AjXTIa,Rue Charles V - Paris,48.85300690,2.36261740,France,
Woma,Paris,,02.01,VT02,https://drive.google.com/uc?id=1__MVAIE6Mid8l2tErxjbgOe_IUdDRmXm,"15bis Rue Léon Giraud, 75019 Paris, France",48.88785360,2.38275090,France,
French Maker,Besançon,,"11.01,02.02","VT11,VT02",https://drive.google.com/uc?id=1TYjwfgJG5VVVjvmKC2yyAYF7fMt7AR8S,"17 Rue Xavier Marmier, 25000 Besançon, France
",47.24201360,6.00700630,France,
FunLab,Tours,,05.08,VT05,https://drive.google.com/uc?id=1-XKVJ9ib3jdExPwTgDt7hsPJjbnpNkz0,"49 Boulevard Preuilly, 37000 Tours, France",47.39304090,0.66861930,France,
Generateur 9,Lyon,,15.05,VT15,https://drive.google.com/uc?id=15iXMsQ6LSWmq-2UbKJFYUZtNptkAPW-4,"39 avenue Sidoine Apollinaire
69009 LYON",45.77234331,4.79603211,France,
Graoulab,Metz,,08.04,VT08,https://drive.google.com/uc?id=16AJgZElmhzL9RigyPVir1DpdS83X9bA5,"IUT GMP, 57000 Metz, France",49.11938410,6.16144560,France,
Iness Fablab,Narbonne,,13.51,VT13,https://drive.google.com/uc?id=1Wb4Ku2utAFA6wFwabb7Sm_MPnz98s1kh,"30 Avenue du Dr Paul Pompidor, 11100 Narbonne, France",43.18182850,2.97857140,France,
Kell Fabrik,Dijon,,03.01,VT03,https://drive.google.com/uc?id=1iUGlGG6zQEx3EBWPSrA0CCaUO8-52Dnx,"Boîte PP2, 2 Rue des Corroyeurs, 21000 Dijon, France",47.31517590,5.03175330,France,
L'etabli,Soustons,,07.02,VT07,https://drive.google.com/uc?id=1NIszoSiDQpPs30sG2XU337lF8tjugcAg,"18 Rue de Moscou, 40140 Soustons",43.74836500,-1.32451370,France,
La Bêta-Pi,Melle,,09.02,VT09,https://drive.google.com/uc?id=1gMcu5H8igp9o4xuvHVOvmXg1orY2HpSP,"5 Rue du Bourgneuf, 79500 Melle, France",46.22105990,-0.14567040,France,
La Bricothèque,Pernes-Les-Fontaines,,10.18,VT10,https://drive.google.com/uc?id=1qoG5oq6F7Fx1_UDkwYPql3oWHELdyIjl,"491 Cours Frizet, 84210 Pernes-les-Fontaines, France",44.00127970,5.05957760,France,
La Casemate,Grenoble,,15.07,VT15,https://drive.google.com/uc?id=1xjNSIxBRrsNplsdMDN1Oy_TWLMk1EPPW,"CCSTI La Casemate
2 place Saint-Laurent
38000 Grenoble",45.19762760,5.73229660,France,
La cocotte Numérique,Murat,,03.24,VT03,https://drive.google.com/uc?id=1axWHF0HyiJozDu6i8oo_ClAtGC6Uu39t," 4 Rue du Faubourg Notre Dame, 15300 Murat, France",45.11089930,2.87006240,France,
La Fabrique,Strasbourg,,11.03,VT11,https://drive.google.com/uc?id=1BMO1yVGdLc5ZL3xLvY748pGjZWLGNtdW,"91 Route des Romains, 67200 Strasbourg, France",48.57846560,7.70997930,France,
La fruitère Numérique,Louremarin,,10.17,VT10,https://drive.google.com/uc?id=1bzSsYJwNCuX5eH7onak5DFcAX-arlhMR,"D943 Avenue du 8 Mai, 84160 Lourmarin, France",43.76647100,5.36123150,France,
La Gare Numerique,Carpentras,,10.19,VT10,https://drive.google.com/uc?id=1up5VdaJ6aQin33kNpHPaYICZsijTIb2f,"41 Rue Porte de Monteux, 84200 Carpentras, France",44.05488190,5.04596670,France,
La petite fabrique de Toulon,Toulon,,01.06,VT01,https://drive.google.com/uc?id=16KZtLjbJLLLqEcWPXvA3TBNKIpsx0ypU,"22 Rue des Riaux, 83000 Toulon, France",43.12199170,5.93185950,France,
Petits debrouillards Grand Est,Maxeville,,12.01,VT12,https://drive.google.com/uc?id=1UBn-_fHsztmrzUQXlwntUE6qsj4zTVRj,"5 Avenue de Metz, 54320 Maxéville, France",48.70530260,6.16716530,France,
La Piscine / Les Petits deb,Maxeville,,08.01,VT08,https://drive.google.com/uc?id=1UBn-_fHsztmrzUQXlwntUE6qsj4zTVRj,"5 Avenue de Metz, 54320 Maxéville, France",48.70530260,6.16716530,France,
La Quincaillerie,Gueret,,"09.01,01.03","VT09,VT01",https://drive.google.com/uc?id=1BgwjRh6KkvIVoAzMv_vjALyceiOCtzam,"22 Avenue Charles de Gaulle, 23000 Guéret, France",46.17093970,1.87403760,France,
Lab Aix,Aix-en-Provence,,01.05,VT01,https://drive.google.com/uc?id=1swKXShFR8xMrO6O_yb4ZdCpxr3PiUWyp,"IUT d’Aix-en-Provence
431 Avenue Gaston Berger
13625 Aix-en-Provence cedex 1",43.51434070,5.45135530,France,
Lab du Pensio,Puy-En-Velay,,"06.25,02.21","VT06,VT02",https://drive.google.com/uc?id=1SvBa4oGlOqZ_fafFNy7j42FDS-288Mjr,"1 Rue du Pensionnat Notre Dame de France, 43000 Le Puy-en-Velay, France",45.04130630,3.87961290,France,
Lab'aux,Semur-en-Auxois,,06.28,VT06,https://drive.google.com/uc?id=1xWZyP111ujkTwmMTUH8wiea5Z5BLAbdK,"43 Rue de Vigne, 21140 Semur-en-Auxois",47.49508140,4.33510440,France,
Lab01, Ambérieu-en-Bugey,,11.47,VT11,https://drive.google.com/uc?id=1fuyiPZcxgz41r7wxvudVjNoHl6USEBDC,"46-48 Rue Gustave Noblemaire, 01500 Ambérieu-en-Bugey, France",45.95424030,5.34517900,France,
Labo Motive,Saint-Maur,,06.22,VT06,https://drive.google.com/uc?id=1KBI8sF8uHmHZT1DvyiaVQ-ggiFjzS3PI," 10 Rue de la Gare, 36250 Saint-Maur",46.80192760,1.62800120,France,
Le Prototype,Chambery,,06.14,VT06,https://drive.google.com/uc?id=1FU4lgV2c5EEq3xypD0iHIFlBM0GcHFem,"17 rue des diables bleus
73000 CHAMBÉRY",45.57394890,5.91379220,France,
Les 3 lapins,Luxeuil-Les-Bains,,"13.54,11.02","VT13,VT11",https://drive.google.com/uc?id=1GCvBX06Da1Xg1XlJFoJH-Y6rA0TycN45,"2 Rue Lacépède, Luxeuil-les-Bains, Bourgogne Franche Comté, 70300, Franc",47.81805770,6.38911840,France,
Limouzilab,Limoges,,11.01,VT11,https://drive.google.com/uc?id=14hWBMUnn6rjnmH9TiTSl3pYj0-khU2Ay,"33 Avenue de Louyat, 87100 Limoges, France",45.84751110,1.25830120,France,
NYBI FabLab,Nancy,,08.02,VT08,https://drive.google.com/uc?id=1s3KXSd6SNo2A_nwJP8Wr4cIKfP44gaRG,"49 Boulevard d'Austrasie, 54000, Nancy",48.69370830,6.20000790,France,
Lorraine Fab Living Lab,Nancy,,08.03,VT08,https://drive.google.com/uc?id=19a7_2Upvh3he4vKGYeuET_lRvSb-Jdiq,"49 Boulevard d'Austrasie, 54000 Nancy, France",48.69370830,6.20000790,France,
Luz'in,La tour du pain,,15.6,VT15,https://drive.google.com/uc?id=14FMGS275LeXG5D-uKtY342qlo4OLfjfU,"3, rue des Muriers – ZA de Rhodes
38110 LA TOUR DU PIN",45.56384436,5.43582025,France,
Machinerie d'Alex,Saint-Eloy-Les-Mines,,01.08,VT01,https://drive.google.com/uc?id=19-JKhaCwLrceqKzwKCJDskhLo6-BX8lZ,"3 Rue du Collège, 63700 Saint-Éloy-les-Mines, France",46.16354140,2.82378870,France,
Makeo,Dax,,07.03,VT07,https://drive.google.com/uc?id=1MfR2lWvjMa2OW9r4PmBHvWhU7_C0akfN,"1 Avenue de la Gare, 40100 Dax, France",43.72039750,-1.05195420,France,
Mars-Hack Lab FabLab,Marsac sur L'îsle,,07.01,VT07,https://drive.google.com/uc?id=1kL5lvU7bhgB9iRiVQ3Fa33aKqHd4tRxo,"95 Route de Bordeaux, 24430 Marsac-sur-l'Isle, France",45.18383270,0.65609490,France,
Numérifab,Bras sur Meuse,,08.42,VT08,https://drive.google.com/uc?id=1wA3JKDv-GRbOvQ90sbt1yfVe4KdPCaXZ,"5 Place de la Mairie, 55100 Bras-sur-Meuse, France",49.21005490,5.37712610,France,
Pangloss Labs,Ferney-Voltaire,,07.47,VT07,https://drive.google.com/uc?id=1Y3sQHPHLVYHB3iTu6KSQKHDGFAJnVjqX,"12bis Residence Joseph Boisson, Rue de Gex, 01210 Ferney-Voltaire, France",46.25952470,6.10775120,France,
PING,Nantes,,02.02,VT02,https://drive.google.com/uc?id=1yCefIRhdjcxT0N9Bw6PJlXcbpA_D8mEg,"38 Rue du Breil, 44100 Nantes, France",47.22946360,-1.58445550,France,
Repair Café Perpignan,Toulouges,,13.08,VT13,,"Rue de la Grangerie, 66350 Toulouges, France",42.67142810,2.83130860,France,
Sapi Tiers Lieu (Acilab - Atelier chantier incertion),Limoux,,13.03,VT13,https://drive.google.com/uc?id=1yhWi_KY6j_r0QnlgVSOmJg0L_E0rfCTQ,"7 Rue du Cougaing, 11300 Limoux, France",43.05553310,2.21264660,France,
Sigmake,Clermont-Ferrand,,06.24,VT06,https://drive.google.com/uc?id=1EoRpCGNFicpyfBMFkLdQT6lQql_JsVAH,"27 Rue Roche Genès, 63170 Aubière, France",45.75747250,3.11296210,France,
Squaregolab,Soler,,"13.07,07.39","VT07,VT13",https://drive.google.com/uc?id=1RTDwQkznKUR60Kfc4QOajQ2jW6GySOTq,,,,France,
Technistub,Mulhouse,,"15.16,12.43,10.17","VT15,VT12,VT10",https://drive.google.com/uc?id=1iQZjV6Dfi_X0YQPr4Un-sNw8JA3GbEzu,"2 Rue des Flandres, 68100 Mulhouse, France",47.76188330,7.35941570,France,
Tiers Lieu en Bigorre,Bagnère-de-Bigorre,,13.49,VT13,https://drive.google.com/uc?id=1_P2j-qnG17BvaPoXd-IGQcb_JXITLdXg,"33 Avenue du Général Leclerc, 65200 Bagnères-de-Bigorre, France",43.07180400,0.14371600,France,
Web 5,Beziers,,"13.02,06.19","VT13,VT06",https://drive.google.com/uc?id=1bYFnr7ewqQ1-RcVXgxA2iOfjL8d0fblY,"3 Place du 14 Juillet, 34500 Béziers, France",43.34657910,3.22216260,France,
Zbis,Saint Georges de Montaigu,,09.03,VT09,https://drive.google.com/uc?id=1r9LDdeWP58oX6GIdDW1Bnp91gmZPX6pt,Saint Georges de Montaigu,46.94751000,-1.29676700,France,
Les Usines Nouvelles,Ligugé,,,VT03,https://drive.google.com/file/d/1QwBQRYluVs3n7VnYP4vc-l7HTX8SHeAj/view?usp=sharing,"La filature, avenue de la plage, 86340 Ligugé",46.51543850,0.33657370,France,
1535° Creative Hub,Differdange,,02.20,"VT02,VT08",https://drive.google.com/uc?id=1le1Gk_PdAMTbWETJUKhyhQKhr1-0B0eh,"115 Rue Emile Mark, 4620 Differdange, Luxembourg",49.52210800,5.89976040,Luxembourg,
BulbZone,Luxembourg,,02.19,VT02,https://drive.google.com/uc?id=1uzxQf-3MNhbdxCkoOVaSyOCAyjpEPxgy,"120 route d'Arlon, Strassen, L-8008, LU",49.61970760,6.07767650,Luxembourg,
57North Hacklab,Aberdeen,,09.16,VT09,https://drive.google.com/uc?id=1-JOzsh_EudeLx5qbfCMAFlE1Fr1xMubJ,"Units G&H, 2 Kettock Lodge, Balgownie Dr, Aberdeen AB22 8GU, Royaume-Uni",57.17953100,-2.11038820,Scotland,
Make Aberdeen,Aberdeen,,01.07,VT01,https://drive.google.com/uc?id=15BawBGg8p50vLJq-tzjv_T5pSK3mEE7T,"17 Belmont St, Aberdeen AB10 1JR, Royaume-Uni",57.14659360,-2.10150700,Scotland,
Dundee Makerspace,Dundee,,09.17,VT09,https://drive.google.com/uc?id=1c-ZHVqZuyoWFm7pcIqRmcGgXklKYI9kw,"Dundee MakerSpace Ltd, Densfield Works, Block 4, N Isla St, Dundee DD3 7JQ, Royaume-Uni",56.47423070,-2.97201430,Scotland,
Edinburgh Hacklab,Edinburgh,,09.18,VT09,,"1 Summerhall Square, Newington, Edinburgh EH9 1PL, Royaume-Uni",55.93942170,-3.18185410,Scotland,
T-Exchange Makerspace,Findhorn,,09.15,VT09,https://drive.google.com/uc?id=1obOVcpCubE-LkSuBt3-WYCpv1CP5LtM3,"The Findhorn Village Centre, Findhorn, Forres IV36 3YR, Royaume-Uni",57.65763370,-3.60764850,Scotland,
Aalto Fablab,Helsinki,,02.11,VT02,https://drive.google.com/uc?id=1N2vTVJEg8MRt9yEOPaLecPGRPP5xydLG,"Magneettitalo, Otakaari 7, 02150 Espoo, Finlande",60.18898550,24.83326430,Finland,
Algarve FabFarm,Barão de São João,,07.15,"VT07,VT13",https://drive.google.com/uc?id=1vLy7vNBpsap3M19doVVY6fsdfiECjx-D,"Barão de São João, Portugal",37.13845970,-8.77690080,Portugal,
Associação de Informática de Castelo Branco,Castel Branco,,"13.36,07.13",VT13,https://drive.google.com/uc?id=10OVzgdMPbD5HQ6SC_X305gwzDjHVLn_J,No place yet,39.97675830,-7.44605990,Portugal,
